room_temperature(K),298.15
water_volume(mL),500.0
solute_molarmass(g/mol),74.551
solute_mass(g),3.9934
R1(Omega),9.51
R2(Omega),9.51
t1(s),283.647
t2(s),365.075
current(A),1.43
time(s),Delta_T(K)
0.662,0.001
1.301,0.001
2.084,0.001
2.724,0.002
3.507,0.001
4.147,0.001
4.930,0.001
5.571,0.001
6.354,0.002
6.994,0.002
7.777,0.002
8.417,0.002
9.200,0.002
9.840,0.002
10.624,0.002
11.263,0.002
12.045,0.002
12.686,0.003
13.469,0.002
14.109,0.003
14.893,0.002
15.533,0.002
16.315,0.003
16.956,0.002
17.738,0.003
18.378,0.003
19.161,0.004
19.802,0.004
20.584,0.003
21.225,0.004
22.008,0.004
22.649,0.004
23.431,0.004
24.072,0.004
24.854,0.003
25.495,0.004
26.277,0.004
26.918,0.004
27.700,0.004
28.341,0.006
29.124,0.004
29.764,0.005
30.546,0.004
31.186,0.004
31.970,0.005
32.610,0.005
33.393,0.005
34.033,0.005
34.816,0.005
35.457,0.005
36.239,0.005
36.878,0.006
37.662,0.005
38.302,0.005
39.084,0.006
39.725,0.006
40.508,0.005
41.149,0.005
41.931,0.006
42.572,0.006
43.354,0.006
43.994,0.006
44.777,0.006
45.418,0.006
46.201,0.006
46.841,0.006
47.624,0.006
48.264,0.007
49.046,0.007
49.687,0.007
50.470,0.007
51.110,0.008
51.893,0.007
52.533,0.007
53.316,0.007
53.957,0.007
54.739,0.008
55.379,0.008
56.163,0.007
56.802,0.007
57.585,0.008
58.226,0.008
59.009,0.008
59.648,0.007
60.432,0.008
61.072,0.008
61.855,0.008
62.495,0.008
63.277,0.008
63.919,0.008
64.701,0.008
65.341,0.009
66.124,0.009
66.764,0.009
67.546,0.009
68.187,0.009
68.970,0.009
69.610,0.009
70.393,0.009
71.034,0.009
71.816,0.009
72.457,0.009
73.240,0.009
73.879,0.009
74.663,0.009
75.303,0.009
76.085,0.009
76.726,0.010
77.508,0.010
78.149,0.010
78.931,0.010
79.572,0.010
80.355,0.010
80.995,0.010
81.778,0.010
82.418,0.011
83.202,0.010
83.841,0.011
84.625,0.010
85.264,0.010
86.046,0.010
86.688,0.011
87.470,0.011
88.111,0.010
88.893,0.011
89.534,0.011
90.316,0.011
90.957,0.012
91.740,0.011
92.380,0.012
93.163,0.011
93.803,0.011
94.585,0.011
95.226,0.012
96.009,0.011
96.649,0.012
97.431,0.011
98.072,0.011
98.855,0.012
99.496,0.011
100.278,0.012
100.918,0.011
101.701,0.012
102.341,0.012
103.125,0.012
103.764,0.013
104.546,0.012
105.188,0.012
105.970,0.013
106.611,0.012
107.393,0.012
108.034,0.012
108.817,0.013
109.457,0.013
110.240,0.013
110.880,0.014
111.663,0.013
112.303,0.013
113.085,0.013
113.726,0.011
114.508,-0.005
115.149,-0.013
115.932,-0.031
116.573,-0.041
117.355,-0.062
117.996,-0.073
118.779,-0.095
119.419,-0.106
120.202,-0.128
120.842,-0.139
121.625,-0.159
122.264,-0.170
123.046,-0.190
123.688,-0.200
124.471,-0.220
125.111,-0.230
125.893,-0.249
126.534,-0.258
127.317,-0.277
127.958,-0.286
128.740,-0.303
129.380,-0.312
130.175,-0.329
130.815,-0.336
131.598,-0.352
132.238,-0.360
133.021,-0.375
133.662,-0.382
134.445,-0.396
135.083,-0.403
135.868,-0.416
136.507,-0.422
137.290,-0.435
137.931,-0.441
138.713,-0.451
139.354,-0.457
140.136,-0.467
140.777,-0.473
141.560,-0.482
142.200,-0.487
142.983,-0.496
143.623,-0.500
144.406,-0.508
145.046,-0.512
145.829,-0.519
146.469,-0.523
147.252,-0.530
147.892,-0.533
148.675,-0.539
149.315,-0.541
150.098,-0.547
150.738,-0.550
151.521,-0.554
152.162,-0.556
152.944,-0.561
153.584,-0.562
154.367,-0.566
155.008,-0.568
155.790,-0.571
156.431,-0.573
157.213,-0.575
157.854,-0.576
158.637,-0.579
159.277,-0.580
160.060,-0.581
160.700,-0.583
161.483,-0.584
162.123,-0.584
162.906,-0.586
163.545,-0.587
164.330,-0.588
164.969,-0.588
165.752,-0.590
166.392,-0.590
167.175,-0.591
167.815,-0.591
168.598,-0.591
169.239,-0.591
170.022,-0.593
170.663,-0.593
171.445,-0.593
172.084,-0.593
172.868,-0.594
173.507,-0.594
174.290,-0.595
174.931,-0.594
175.713,-0.594
176.354,-0.595
177.137,-0.595
177.777,-0.595
178.560,-0.595
179.200,-0.594
179.983,-0.595
180.624,-0.595
181.407,-0.595
182.046,-0.595
182.830,-0.595
183.469,-0.595
184.253,-0.596
184.893,-0.595
185.676,-0.596
186.316,-0.594
187.098,-0.595
187.739,-0.595
188.522,-0.595
189.162,-0.595
189.944,-0.595
190.584,-0.595
191.369,-0.595
192.008,-0.594
192.791,-0.595
193.431,-0.595
194.214,-0.594
194.854,-0.595
195.638,-0.594
196.277,-0.594
197.060,-0.595
197.700,-0.594
198.483,-0.594
199.123,-0.594
199.906,-0.594
200.546,-0.594
201.329,-0.594
201.969,-0.593
202.752,-0.593
203.392,-0.594
204.175,-0.593
204.816,-0.593
205.598,-0.594
206.239,-0.593
207.021,-0.594
207.663,-0.593
208.445,-0.593
209.085,-0.593
209.868,-0.593
210.507,-0.593
211.291,-0.593
211.931,-0.593
212.713,-0.592
213.355,-0.592
214.137,-0.592
214.778,-0.592
215.560,-0.592
216.201,-0.592
216.983,-0.593
217.624,-0.592
218.406,-0.592
219.046,-0.591
219.829,-0.592
220.469,-0.592
221.252,-0.591
221.893,-0.591
222.675,-0.591
223.316,-0.591
224.099,-0.590
224.740,-0.590
225.521,-0.591
226.162,-0.591
226.945,-0.590
227.586,-0.590
228.368,-0.590
229.008,-0.590
229.791,-0.590
230.431,-0.590
231.213,-0.590
231.855,-0.590
232.637,-0.590
233.278,-0.589
234.060,-0.589
234.701,-0.589
235.484,-0.589
236.124,-0.589
236.907,-0.589
237.546,-0.588
238.329,-0.589
238.970,-0.589
239.752,-0.589
240.393,-0.589
241.175,-0.588
241.816,-0.588
242.599,-0.589
243.240,-0.588
244.021,-0.588
244.662,-0.588
245.445,-0.588
246.086,-0.588
246.869,-0.588
247.508,-0.588
248.291,-0.588
248.931,-0.588
249.713,-0.588
250.354,-0.588
251.138,-0.587
251.778,-0.588
252.561,-0.587
253.201,-0.587
253.983,-0.587
254.623,-0.587
255.407,-0.586
256.046,-0.587
256.830,-0.586
257.470,-0.586
258.253,-0.586
258.893,-0.586
259.675,-0.586
260.316,-0.586
261.099,-0.587
261.739,-0.586
262.522,-0.586
263.162,-0.586
263.945,-0.586
264.586,-0.586
265.368,-0.586
266.007,-0.585
266.791,-0.585
267.432,-0.585
268.214,-0.585
268.855,-0.585
269.636,-0.585
270.278,-0.585
271.060,-0.584
271.701,-0.584
272.484,-0.585
273.124,-0.584
273.907,-0.585
274.546,-0.584
275.330,-0.584
275.970,-0.583
276.753,-0.585
277.393,-0.584
278.176,-0.584
278.815,-0.584
279.599,-0.584
280.239,-0.584
281.022,-0.583
281.662,-0.583
282.445,-0.584
283.085,-0.583
283.868,-0.583
284.508,-0.582
285.291,-0.583
285.931,-0.583
286.714,-0.583
287.354,-0.583
288.136,-0.582
288.777,-0.583
289.561,-0.583
290.201,-0.582
290.983,-0.581
291.624,-0.582
292.406,-0.581
293.047,-0.581
293.830,-0.580
294.469,-0.580
295.252,-0.579
295.893,-0.579
296.676,-0.578
297.316,-0.576
298.098,-0.576
298.739,-0.575
299.522,-0.573
300.162,-0.573
300.945,-0.570
301.585,-0.569
302.368,-0.567
303.007,-0.566
303.791,-0.563
304.431,-0.562
305.214,-0.559
305.854,-0.559
306.637,-0.555
307.278,-0.554
308.060,-0.551
308.701,-0.549
309.483,-0.546
310.124,-0.544
310.907,-0.540
311.546,-0.538
312.329,-0.535
312.970,-0.533
313.752,-0.530
314.392,-0.527
315.176,-0.523
315.815,-0.521
316.598,-0.517
317.239,-0.515
318.022,-0.510
318.662,-0.508
319.445,-0.503
320.084,-0.501
320.868,-0.496
321.508,-0.493
322.291,-0.488
322.931,-0.486
323.714,-0.480
324.354,-0.478
325.137,-0.472
325.777,-0.469
326.560,-0.464
327.200,-0.461
327.983,-0.456
328.624,-0.452
329.406,-0.446
330.047,-0.444
330.829,-0.437
331.470,-0.435
332.252,-0.429
332.893,-0.426
333.675,-0.420
334.316,-0.416
335.098,-0.411
335.739,-0.407
336.521,-0.402
337.162,-0.398
337.945,-0.392
338.585,-0.389
339.369,-0.383
340.008,-0.380
340.791,-0.373
341.432,-0.370
342.213,-0.363
342.854,-0.360
343.637,-0.354
344.277,-0.350
345.060,-0.344
345.701,-0.340
346.484,-0.334
347.124,-0.330
347.906,-0.323
348.535,-0.320
349.318,-0.313
349.958,-0.309
350.741,-0.303
351.381,-0.300
352.164,-0.293
352.804,-0.289
353.587,-0.282
354.226,-0.278
355.010,-0.272
355.651,-0.269
356.433,-0.262
357.073,-0.258
357.856,-0.250
358.496,-0.246
359.279,-0.239
359.920,-0.236
360.702,-0.229
361.343,-0.225
362.126,-0.218
362.765,-0.214
363.549,-0.207
364.189,-0.203
364.971,-0.196
365.611,-0.192
366.394,-0.185
367.035,-0.182
367.817,-0.174
368.458,-0.170
369.240,-0.163
369.881,-0.160
370.664,-0.152
371.303,-0.149
372.088,-0.142
372.727,-0.139
373.509,-0.132
374.150,-0.128
374.933,-0.121
375.573,-0.118
376.356,-0.112
376.996,-0.109
377.779,-0.103
378.419,-0.100
379.202,-0.094
379.844,-0.091
380.625,-0.086
381.265,-0.083
382.048,-0.078
382.688,-0.075
383.471,-0.070
384.112,-0.068
384.894,-0.063
385.535,-0.062
386.317,-0.056
386.958,-0.054
387.741,-0.049
388.381,-0.047
389.163,-0.043
389.804,-0.042
390.587,-0.038
391.227,-0.035
392.010,-0.032
392.650,-0.030
393.433,-0.027
394.074,-0.026
394.856,-0.022
395.496,-0.020
396.278,-0.017
396.919,-0.016
397.702,-0.013
398.343,-0.010
399.125,-0.008
399.766,-0.006
400.548,-0.004
401.189,-0.003
401.971,0.001
402.611,0.001
403.395,0.004
404.035,0.005
404.817,0.008
405.458,0.009
406.240,0.010
406.881,0.012
407.664,0.013
408.304,0.014
409.086,0.017
409.727,0.018
410.510,0.020
411.149,0.020
411.933,0.022
412.572,0.023
413.356,0.024
413.996,0.025
414.779,0.027
415.419,0.027
416.202,0.029
416.843,0.030
417.625,0.032
418.264,0.033
419.049,0.033
419.688,0.034
420.470,0.036
421.111,0.037
421.894,0.039
422.535,0.039
423.318,0.039
423.958,0.040
424.740,0.042
425.382,0.042
426.163,0.043
426.804,0.043
427.586,0.045
428.227,0.045
429.009,0.046
429.650,0.047
430.432,0.048
431.073,0.048
431.855,0.050
432.496,0.051
433.279,0.051
433.919,0.051
434.701,0.052
435.343,0.052
436.125,0.053
436.765,0.054
437.549,0.055
438.188,0.055
438.971,0.056
439.611,0.056
440.395,0.057
441.034,0.058
441.817,0.058
442.458,0.058
443.240,0.059
443.881,0.059
444.663,0.060
445.304,0.061
446.087,0.061
446.726,0.061
447.510,0.062
448.149,0.062
448.932,0.062
449.572,0.063
450.356,0.064
450.995,0.064
451.779,0.065
452.419,0.065
453.202,0.065
453.842,0.066
454.626,0.066
455.265,0.067
456.048,0.067
456.687,0.067
457.470,0.068
458.111,0.068
458.894,0.069
459.534,0.069
460.317,0.070
460.958,0.069
461.740,0.070
462.381,0.070
463.164,0.071
463.804,0.071
464.587,0.071
465.226,0.071
466.010,0.072
466.649,0.072
467.433,0.073
468.072,0.073
468.856,0.074
469.496,0.073
470.278,0.074
470.919,0.074
471.702,0.074
472.342,0.074
473.125,0.075
473.765,0.075
474.549,0.075
475.188,0.075
475.971,0.076
476.611,0.076
477.393,0.076
478.034,0.076
478.817,0.077
479.458,0.077
480.240,0.077
480.880,0.077
481.663,0.078
482.304,0.077
483.086,0.079
483.726,0.078
484.509,0.078
485.150,0.079
485.932,0.079
486.572,0.079
487.355,0.080
487.995,0.080
488.778,0.080
489.419,0.080
490.202,0.080
490.842,0.080
491.626,0.081
492.265,0.081
493.047,0.080
493.687,0.081
494.470,0.080
495.112,0.082
495.894,0.082
496.534,0.082
497.317,0.082
497.958,0.082
498.740,0.083
499.380,0.082
500.164,0.083
500.804,0.083
501.587,0.083
502.226,0.083
503.009,0.084
503.650,0.084
504.432,0.084
505.073,0.083
505.856,0.084
506.495,0.084
507.279,0.084
507.919,0.085
508.702,0.085
509.342,0.085
510.124,0.085
510.765,0.085
511.548,0.086
512.188,0.086
512.971,0.086
513.611,0.087
514.393,0.086
515.035,0.086
515.817,0.087
516.457,0.086
517.240,0.087
517.880,0.087
518.664,0.087
519.303,0.087
520.086,0.087
520.726,0.087
521.510,0.087
522.150,0.087
522.931,0.088
523.573,0.088
524.354,0.088
524.996,0.088
525.778,0.088
526.419,0.088
527.202,0.089
527.842,0.088
528.625,0.089
529.265,0.089
530.048,0.089
530.687,0.089
531.471,0.089
532.111,0.090
532.894,0.090
533.534,0.089
534.316,0.090
534.957,0.090
535.739,0.090
536.381,0.090
537.162,0.091
537.803,0.091
538.586,0.091
539.226,0.091
540.009,0.090
540.650,0.091
541.432,0.092
542.071,0.091
542.855,0.091
543.495,0.092
544.278,0.092
544.918,0.092
545.701,0.092
546.342,0.092
547.124,0.092
547.765,0.092
548.548,0.092
549.187,0.092
549.970,0.093
550.610,0.093
551.392,0.093
552.034,0.093
552.816,0.093
553.457,0.093
554.240,0.093
554.880,0.093
555.662,0.093
556.303,0.093
557.086,0.094
557.727,0.094
558.509,0.094
559.149,0.094
559.932,0.094
560.572,0.094
561.354,0.094
561.995,0.095
562.777,0.094
563.418,0.094
564.200,0.095
564.841,0.094
565.624,0.095
566.265,0.095
567.047,0.095
567.686,0.095
568.470,0.096
569.110,0.095
569.893,0.095
570.534,0.096
571.316,0.095
571.957,0.095
572.739,0.096
573.379,0.096
574.162,0.096
574.802,0.096
575.585,0.096
576.226,0.097
577.009,0.096
577.648,0.097
578.432,0.097
579.072,0.096
579.854,0.097
580.495,0.097
581.277,0.097
581.917,0.097
582.700,0.097
583.341,0.097
584.124,0.097
584.764,0.097
585.547,0.098
586.187,0.098
586.970,0.098
587.610,0.098
588.393,0.098
589.034,0.098
589.816,0.098
590.456,0.098
591.239,0.098
591.879,0.098

